"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"63","RT @MMoserHHI: Is #MDS Section #GG causing you anxiety?  Check out all of the GG sessions at @Harmonyhlthcare #harmony16 Symposium https://…",FALSE,0,NA,2016-10-14 00:06:56,FALSE,NA,"786719903483060225",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SNF101",3,TRUE,FALSE,NA,NA
"64","#Hiring for Windows Mobile Architect Professionals #TechJobs #symbian #blackberry #mds #bes #career | Apply Now https://t.co/2Xf86LSZcp",FALSE,0,NA,2016-10-14 00:05:28,FALSE,NA,"786719534937845760",NA,"<a href=""http://www.headhonchos.com"" rel=""nofollow"">hh_technology</a>","HH_Technology",0,FALSE,FALSE,NA,NA
"65","@dgsomucla my mom had #MDS and she suffered w/ pain &amp; #acupuncture was very beneficial for her.… https://t.co/NDApOaJSUc",FALSE,1,"dgsomucla",2016-10-14 00:03:55,TRUE,NA,"786719144854958080","4184231653","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Reiko444",0,FALSE,FALSE,NA,NA
"66","#SS10 Thomas il rentre toujours dans la #MDS Obligée sa femme est à fait un Pack avec la Voix en attendant elle dort TRANQUILLE <ed><U+00A0><U+00BD><ed><U+00B8><U+0089><ed><U+00A0><U+00BD><ed><U+00B8><U+00B4><ed><U+00A0><U+00BD><ed><U+00B8><U+00B4><ed><U+00A0><U+00BD><ed><U+00B8><U+00B4>",FALSE,0,NA,2016-10-13 23:35:19,FALSE,NA,"786711948427718658",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BlLkZFOolLk",0,FALSE,FALSE,NA,NA
"67","#MDS https://t.co/GaMGuuw0ql",FALSE,0,NA,2016-10-13 23:27:26,FALSE,NA,"786709964068970496",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","roann_gen",0,FALSE,FALSE,NA,NA
"68","@hommageatoi Garde la hors de la #MDS alors <ed><U+00A0><U+00BD><ed><U+00B8><U+0089>",FALSE,0,"hommageatoi",2016-10-13 23:15:08,FALSE,"786705695508992002","786706867229786112","730190905253171200","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BlLkZFOolLk",0,FALSE,FALSE,NA,NA
"69","MDS Coordinator with a Subacute/Skilled Nursing Facility  in Brooklyn, NY https://t.co/lD2gWdk0cD #MDS",FALSE,0,NA,2016-10-13 21:27:23,FALSE,NA,"786679753206075392",NA,"<a href=""http://www.bullhornreach.com/"" rel=""nofollow"">Bullhorn Reach</a>","DNGPlacement",0,FALSE,FALSE,NA,NA
"70","#SS10 C'était sur que Anaïs voudras partir de la #MDS Sa moitier est partie. Vous êtes pas sérieux",FALSE,1,NA,2016-10-13 21:03:17,FALSE,NA,"786673686313074688",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BlLkZFOolLk",0,FALSE,FALSE,NA,NA
"71","#MDs #managers we will maximise your #businesspotential #skillstraining #121coaching #360degreereviews https://t.co/JZwFTBixVt",FALSE,0,NA,2016-10-13 20:35:06,FALSE,NA,"786666593946308608",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","synergia_coach",0,FALSE,FALSE,NA,NA
"72","ai vc tem várias contas de emails e redes sociais. Ai vc esquece ou erra a senha ou login... mine infarto #MDS",FALSE,2,NA,2016-10-13 20:32:54,FALSE,NA,"786666041862660100",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RicardoPapel",0,FALSE,FALSE,NA,NA
"73","RT @MarathonDSUKIRE: If you are competing in #MdS 2017, make sure you read these hints and #tips https://t.co/AIVWspnNtL",FALSE,0,NA,2016-10-13 20:00:48,FALSE,NA,"786657963645763584",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","adriortiz97",2,TRUE,FALSE,NA,NA
"74","RT @Cancer_talks: #casereport Anemia not making the diagnosis of #MDS fixed with #Lenalidomide #ICUS https://t.co/p0iwFdmkkP",FALSE,0,NA,2016-10-13 18:46:46,FALSE,NA,"786639331918249984",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tytybrown",1,TRUE,FALSE,NA,NA
"75","#casereport Anemia not making the diagnosis of #MDS fixed with #Lenalidomide #ICUS https://t.co/p0iwFdmkkP",FALSE,4,NA,2016-10-13 18:22:30,FALSE,NA,"786633227251421184",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Cancer_talks",1,FALSE,FALSE,NA,NA
"76","#MDS imissedyou... https://t.co/Tb7qOyeYcO",FALSE,0,NA,2016-10-13 18:14:44,FALSE,NA,"786631270285635584",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RaymondALopez",0,FALSE,FALSE,NA,NA
"77","prova curso hjj #mds
#MafiaTradicaoDeSdv",FALSE,1,NA,2016-10-13 17:53:04,FALSE,NA,"786625818738896896",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ttw_cunha",0,FALSE,FALSE,NA,NA
"78","Now hiring for MDS Coordinator with a Subacute/Skilled Nursing Facility  in Brooklyn, NY https://t.co/45Qzs7bRCA #MDS",FALSE,0,NA,2016-10-13 17:43:12,FALSE,NA,"786623335585161216",NA,"<a href=""http://www.bullhornreach.com/"" rel=""nofollow"">Bullhorn Reach</a>","DNGPlacement",0,FALSE,FALSE,NA,NA
"79","Looking for a MDS Coordinator with a Subacute/Skilled Nursing Facility  in Brooklyn, NY https://t.co/IRmnKbdOZd #MDS",FALSE,0,NA,2016-10-13 16:45:14,FALSE,NA,"786608749251289088",NA,"<a href=""http://www.bullhornreach.com/"" rel=""nofollow"">Bullhorn Reach</a>","DNGPlacement",0,FALSE,FALSE,NA,NA
"80","Places are filling up fast. If you haven't booked onto #MdS 2017, confirm your place now...before they're gone! https://t.co/nK0RvXGHOL",FALSE,1,NA,2016-10-13 16:35:32,FALSE,NA,"786606305343594496",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","MarathonDSUKIRE",0,FALSE,FALSE,NA,NA
"81","RT @MDS_LosSamanes: Entra por el ARO No entres al TRIÁNGULO del #Delito Actúa y colabora con la #MDS en tu comunidad  https://t.co/GNddUqdm…",FALSE,0,NA,2016-10-13 15:17:35,FALSE,NA,"786586689116307457",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","trinitariaspr",4,TRUE,FALSE,NA,NA
"82","Now hiring for MDS Coordinator with a Subacute/Skilled Nursing Facility  in Brooklyn, NY https://t.co/gpkQqddaD9 #MDS",FALSE,0,NA,2016-10-13 15:13:43,FALSE,NA,"786585717904400384",NA,"<a href=""http://www.bullhornreach.com/"" rel=""nofollow"">Bullhorn Reach</a>","DNGPlacement",0,FALSE,FALSE,NA,NA
"83","Feliz kumple viejujo, muchas felicidades!!! #alumnoenpractica #mds @… https://t.co/WIvoC56kfU",FALSE,0,NA,2016-10-13 15:03:26,FALSE,NA,"786583127758147584",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Yerkosky",0,FALSE,FALSE,"-70.65076644","-33.44308425"
"84","New Job - MDS Coordinator with a Subacute/Skilled Nursing Facility  in Brooklyn, NY https://t.co/ri3q5EZmy8 #MDS",FALSE,0,NA,2016-10-13 13:46:22,FALSE,NA,"786563734982492160",NA,"<a href=""http://www.bullhornreach.com/"" rel=""nofollow"">Bullhorn Reach</a>","DNGPlacement",0,FALSE,FALSE,NA,NA
"85","#Meciones y #MDs bcs The Flash.",FALSE,0,NA,2016-10-13 13:34:39,FALSE,NA,"786560787158437889",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","xBurnInHellx",0,FALSE,FALSE,NA,NA
"86","Crlh, sonhei que meu cel quebrou #QuePesadelo #mds",FALSE,0,NA,2016-10-13 13:28:32,FALSE,NA,"786559244799660032",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fabiana_aguida",0,FALSE,FALSE,NA,NA
"87","RT @MMoserHHI: Is #MDS Section #GG causing you anxiety?  Check out all of the GG sessions at @Harmonyhlthcare #harmony16 Symposium https://…",FALSE,0,NA,2016-10-13 13:07:13,FALSE,NA,"786553881723543556",NA,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>","Harmonyhlthcare",3,TRUE,FALSE,NA,NA
"88","RT @RYOHEY_MDS: <U+30AA><U+30D6><U+30EA><U+30AC><U+30FC><U+30C9><U+51FD><U+9928><U+3084><U+308A><U+307E><U+3059><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><U+5317><U+6D77><U+9053><U+306F><U+51FD><U+9928><U+306E><U+307F><U+3067><U+3059><U+306E><U+3067><U+8FD1><U+90CA><U+306E><U+65B9><U+3082><U+662F><U+975E>!!<U+6765><U+6708><U+672B>11/26(<U+571F><U+66DC><U+65E5>)@Club Cocoa<U+8A73><U+7D30><U+306F><U+5F8C><U+307B><U+3069><U+30A2><U+30C3><U+30D7><U+3057><U+307E><U+3059>!

#MDS https://t.co/1Cg0VKidM1",FALSE,0,NA,2016-10-13 12:10:37,FALSE,NA,"786539636294168578",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kage_tora1",4,TRUE,FALSE,NA,NA
"89","Job Opportunity: MDS Coordinator with a Subacute/Skilled Nursing Facility  in Brooklyn, NY https://t.co/2ZqcuJhXzr #MDS",FALSE,0,NA,2016-10-13 11:47:36,FALSE,NA,"786533846904864768",NA,"<a href=""http://www.bullhornreach.com/"" rel=""nofollow"">Bullhorn Reach</a>","DNGPlacement",0,FALSE,FALSE,NA,NA
"90","Myelodysplastic Syndromes are more common in men than women by a ratio of 4.5:2 per 100,000 inhabitants #MDS… https://t.co/v1fyhp9Ga8",FALSE,0,NA,2016-10-13 11:32:56,TRUE,NA,"786530156366094336",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HeretoHelpMDS",0,FALSE,FALSE,NA,NA
"91","https://t.co/pJ8LpLiAsi #indiehiphop #indierap @IndieHipHop101 @IAmHipHop247 #mattdubz #soundcloud #hiphop #goodmusic #mds",FALSE,5,NA,2016-10-13 11:30:46,FALSE,NA,"786529607293997056",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RobInSin6172",0,FALSE,FALSE,NA,NA
"92","#heretohelpmds #blood #cancer #MDS https://t.co/DIOm9Tov0e",FALSE,0,NA,2016-10-13 11:29:27,FALSE,NA,"786529275964854272",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HeretoHelpMDS",0,FALSE,FALSE,NA,NA
"93","RT @RYOHEY_MDS: <U+30AA><U+30D6><U+30EA><U+30AC><U+30FC><U+30C9><U+51FD><U+9928><U+3084><U+308A><U+307E><U+3059><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><U+5317><U+6D77><U+9053><U+306F><U+51FD><U+9928><U+306E><U+307F><U+3067><U+3059><U+306E><U+3067><U+8FD1><U+90CA><U+306E><U+65B9><U+3082><U+662F><U+975E>!!<U+6765><U+6708><U+672B>11/26(<U+571F><U+66DC><U+65E5>)@Club Cocoa<U+8A73><U+7D30><U+306F><U+5F8C><U+307B><U+3069><U+30A2><U+30C3><U+30D7><U+3057><U+307E><U+3059>!

#MDS https://t.co/1Cg0VKidM1",FALSE,0,NA,2016-10-13 11:25:15,FALSE,NA,"786528222401880064",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bassaddict_nob",4,TRUE,FALSE,NA,NA
"94","RT @SHORT_ARROW_MDS: <ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><U+261D><U+FE0F>RT @RYOHEY_MDS: <U+30AA><U+30D6><U+30EA><U+30AC><U+30FC><U+30C9><U+51FD><U+9928><U+3084><U+308A><U+307E><U+3059><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><U+5317><U+6D77><U+9053><U+306F><U+51FD><U+9928><U+306E><U+307F><U+3067><U+3059><U+306E><U+3067><U+8FD1><U+90CA><U+306E><U+65B9><U+3082><U+662F><U+975E>!!<U+6765><U+6708><U+672B>11/26(<U+571F><U+66DC><U+65E5>)@Club Cocoa<U+8A73><U+7D30><U+306F><U+5F8C><U+307B><U+3069><U+30A2><U+30C3><U+30D7><U+3057><U+307E><U+3059>!

#MDS https://t.co/14zSKY…",FALSE,0,NA,2016-10-13 11:22:49,FALSE,NA,"786527609932746752",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bassaddict_nob",1,TRUE,FALSE,NA,NA
"95","RT @RYOHEY_MDS: <U+30AA><U+30D6><U+30EA><U+30AC><U+30FC><U+30C9><U+51FD><U+9928><U+3084><U+308A><U+307E><U+3059><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><U+5317><U+6D77><U+9053><U+306F><U+51FD><U+9928><U+306E><U+307F><U+3067><U+3059><U+306E><U+3067><U+8FD1><U+90CA><U+306E><U+65B9><U+3082><U+662F><U+975E>!!<U+6765><U+6708><U+672B>11/26(<U+571F><U+66DC><U+65E5>)@Club Cocoa<U+8A73><U+7D30><U+306F><U+5F8C><U+307B><U+3069><U+30A2><U+30C3><U+30D7><U+3057><U+307E><U+3059>!

#MDS https://t.co/1Cg0VKidM1",FALSE,0,NA,2016-10-13 11:13:08,FALSE,NA,"786525171041521664",NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","SHORT_ARROW_MDS",4,TRUE,FALSE,NA,NA
"96","<ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><U+261D><U+FE0F>RT @RYOHEY_MDS: <U+30AA><U+30D6><U+30EA><U+30AC><U+30FC><U+30C9><U+51FD><U+9928><U+3084><U+308A><U+307E><U+3059><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><U+5317><U+6D77><U+9053><U+306F><U+51FD><U+9928><U+306E><U+307F><U+3067><U+3059><U+306E><U+3067><U+8FD1><U+90CA><U+306E><U+65B9><U+3082><U+662F><U+975E>!!<U+6765><U+6708><U+672B>11/26(<U+571F><U+66DC><U+65E5>)@Club Cocoa<U+8A73><U+7D30><U+306F><U+5F8C><U+307B><U+3069><U+30A2><U+30C3><U+30D7><U+3057><U+307E><U+3059>!

#MDS https://t.co/14zSKYbZ6R",FALSE,0,NA,2016-10-13 11:13:06,FALSE,NA,"786525161902133248",NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","SHORT_ARROW_MDS",1,FALSE,FALSE,NA,NA
"97","<U+30AA><U+30D6><U+30EA><U+30AC><U+30FC><U+30C9><U+51FD><U+9928><U+3084><U+308A><U+307E><U+3059><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><U+5317><U+6D77><U+9053><U+306F><U+51FD><U+9928><U+306E><U+307F><U+3067><U+3059><U+306E><U+3067><U+8FD1><U+90CA><U+306E><U+65B9><U+3082><U+662F><U+975E>!!<U+6765><U+6708><U+672B>11/26(<U+571F><U+66DC><U+65E5>)@Club Cocoa<U+8A73><U+7D30><U+306F><U+5F8C><U+307B><U+3069><U+30A2><U+30C3><U+30D7><U+3057><U+307E><U+3059>!

#MDS https://t.co/1Cg0VKidM1",FALSE,1,NA,2016-10-13 11:05:54,FALSE,NA,"786523350881271809",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RYOHEY_MDS",4,FALSE,FALSE,NA,NA
"98","RT @CheshirePolCC: Great sentiment from the ceremony need to replace blindness &amp; ignorance with seeing &amp; action #MDS",FALSE,0,NA,2016-10-13 09:53:51,FALSE,NA,"786505220473909248",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dl95Ches",1,TRUE,FALSE,NA,NA
"99","#Throwback to Kuwaii's designer Kristy at #MagicDesignerSale earlier this year – how time flies! #melbourne #MDS… https://t.co/xczD3Fs1FC",FALSE,1,NA,2016-10-13 07:50:03,TRUE,NA,"786474064584044544",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","kuwaiitweets",0,FALSE,FALSE,NA,NA
"100","Faster! Faster! Faster!!  only this word i remember when i was register as a university student! hahaha #MDS #TipsMasukU #belHell",FALSE,0,NA,2016-10-13 06:10:17,FALSE,NA,"786448958771961856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhilajusoh",0,FALSE,FALSE,NA,NA
"101","#Hiring for Windows Mobile Architect Professionals #TechJobs #symbian #blackberry #mds #bes #career | Apply Now https://t.co/glTUYV1wHo",FALSE,0,NA,2016-10-13 05:39:17,FALSE,NA,"786441156624199681",NA,"<a href=""http://www.headhonchos.com"" rel=""nofollow"">hh_technology</a>","HH_Technology",0,FALSE,FALSE,NA,NA
"102","#Hiring for Windows Mobile Architect Professionals #TechJobs #symbian #blackberry #mds #bes #career | Apply Now https://t.co/3Kv5H0OWYq",FALSE,0,NA,2016-10-13 05:39:16,FALSE,NA,"786441153159700480",NA,"<a href=""http://www.headhonchos.com"" rel=""nofollow"">hh_technology</a>","HH_Technology",0,FALSE,FALSE,NA,NA
"103","#Hiring for Windows Mobile Architect Professionals #TechJobs #symbian #blackberry #mds #bes #career | Apply Now https://t.co/61cVtOWlaI",FALSE,0,NA,2016-10-13 05:39:15,FALSE,NA,"786441149141495808",NA,"<a href=""http://www.headhonchos.com"" rel=""nofollow"">hh_technology</a>","HH_Technology",0,FALSE,FALSE,NA,NA
"104","#Hiring for Windows Mobile Architect Professionals #TechJobs #symbian #blackberry #mds #bes #career | Apply Now https://t.co/aAR95GN85E",FALSE,0,NA,2016-10-13 05:39:14,FALSE,NA,"786441141709213696",NA,"<a href=""http://www.headhonchos.com"" rel=""nofollow"">hh_technology</a>","HH_Technology",0,FALSE,FALSE,NA,NA
"105","@Isalasko essa spirit vai se locassa quero mt ir #mds",FALSE,0,"Isalasko",2016-10-12 23:24:30,FALSE,"786346366457044996","786346838756646912","268395087","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","laryssaarufino",0,FALSE,FALSE,NA,NA
"106","Great sentiment from the ceremony need to replace blindness &amp; ignorance with seeing &amp; action #MDS",FALSE,0,NA,2016-10-12 22:03:01,FALSE,NA,"786326333290844160",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","CheshirePolCC",1,FALSE,FALSE,NA,NA
"107","#mencioneslentas #mds",FALSE,0,NA,2016-10-12 22:02:34,FALSE,NA,"786326219860152320",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","AidenQueen",0,FALSE,FALSE,NA,NA
"108","How similar are the Swedish #MDS trends vs. other European countries?? https://t.co/Hx8wYxPiyx",FALSE,0,NA,2016-10-12 22:02:15,FALSE,NA,"786326137572040704",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","MediComOncology",0,FALSE,FALSE,NA,NA
"109","I recognise quite a few Tweeps joining tomorrow’s #2 national hospital pharmacy IT meeting in London <ed><U+00A0><U+00BD><ed><U+00B8><U+0083>
#dmd #FMD #Scan4safety #EPMA #MDS",FALSE,1,NA,2016-10-12 20:46:55,FALSE,NA,"786307182585323522",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>","HospChiefPharm",1,FALSE,FALSE,NA,NA
"110","Feliz dia das crianças haha
#eu #bebe #fofo #mds #aderindo #modinha #haha https://t.co/LLsikwoO4y",FALSE,2,NA,2016-10-12 20:43:11,FALSE,NA,"786306239617724416",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","12pras10",0,FALSE,FALSE,NA,NA
"111","Register FREE Today! The #MDS webinar October 24th, 25th and 26th! #CME #CPE #CNE https://t.co/ZG3XGQsa4i https://t.co/lAfqZ3htgM",FALSE,0,NA,2016-10-12 20:02:46,FALSE,NA,"786296072159264772",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","MediComOncology",0,FALSE,FALSE,NA,NA
"112","Apply to this job: MDS Coordinator with a Subacute/Skilled Nursing Facility  in Brooklyn, NY https://t.co/ZbjoKRBI1Q #MDS",FALSE,0,NA,2016-10-12 18:29:06,FALSE,NA,"786272498614697984",NA,"<a href=""http://www.bullhornreach.com/"" rel=""nofollow"">Bullhorn Reach</a>","DNGPlacement",0,FALSE,FALSE,NA,NA
"113","More photos from @TurkeyTrotRun #RockdocMedical team - https://t.co/ob0cFYNOyo #Rockdoc #EventMedical #EMTs #OFAs #RNs #MDs",FALSE,2,NA,2016-10-12 16:56:48,FALSE,NA,"786249271909621760",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Rockdoconline",0,FALSE,FALSE,NA,NA
"114","Honored #fredmastro #mastrodefencesystem #mds #sanfrancisco #sf #bayarea #twinpeaks #brothers https://t.co/iJB0wvbU0H",FALSE,0,NA,2016-10-12 16:51:39,FALSE,NA,"786247975513296896",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","joshua_jover",0,FALSE,FALSE,NA,NA
"115","RT @CheshirePolCC: Now @wabbey for wreath laying to  commemorate work of William Wilberforce #MDS https://t.co/8uCR5Gi2bo",FALSE,0,NA,2016-10-12 16:39:45,FALSE,NA,"786244979886788608",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Griffindares",1,TRUE,FALSE,NA,NA
"116","Now @wabbey for wreath laying to  commemorate work of William Wilberforce #MDS https://t.co/8uCR5Gi2bo",FALSE,2,NA,2016-10-12 16:32:43,FALSE,NA,"786243208510631936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CheshirePolCC",1,FALSE,FALSE,NA,NA
"117","Are you a good fit for this job? MDS Coordinator with a Subacute/Skilled Nursing Facility  in Brooklyn, NY https://t.co/vx9pX1MFlF #MDS",FALSE,0,NA,2016-10-12 16:19:50,FALSE,NA,"786239966682701824",NA,"<a href=""http://www.bullhornreach.com/"" rel=""nofollow"">Bullhorn Reach</a>","DNGPlacement",0,FALSE,FALSE,NA,NA
"118","Lobitos retomando post mivm <ed><U+00A0><U+00BD><ed><U+00B2><U+00AA><ed><U+00A0><U+00BC><ed><U+00BF><U+0083>
<ed><U+00A0><U+00BD><ed><U+00B0><U+00BA>

Próximo objetivo #mds :D 
A cumplir la apuesta y ponerse duro… https://t.co/dpZ3YseCxO",FALSE,0,NA,2016-10-12 16:03:01,FALSE,NA,"786235736672600064",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Jamilitaa",0,FALSE,FALSE,"-71.53956165","-33.02041798"
"119","Accepting Applications: MDS Coordinator with a Subacute/Skilled Nursing Facility  in Brooklyn, NY https://t.co/YW8RSlpKeO #MDS",FALSE,0,NA,2016-10-12 14:51:37,FALSE,NA,"786217765422104576",NA,"<a href=""http://www.bullhornreach.com/"" rel=""nofollow"">Bullhorn Reach</a>","DNGPlacement",0,FALSE,FALSE,NA,NA
"120","RT @joannaaluo: @CambMA it's so hard for #PMshift #MDs to come home when street parking is blocked for construction + street cleaning this…",FALSE,0,NA,2016-10-12 13:13:31,FALSE,NA,"786193077551652864",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EvaMLuo",1,TRUE,FALSE,NA,NA
"121","@CambMA it's so hard for #PMshift #MDs to come home when street parking is blocked for construction + street cleani… https://t.co/WRd5qYPWPJ",FALSE,1,"CambMA",2016-10-12 13:11:41,TRUE,NA,"786192618673823744","1251981278","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","joannaaluo",1,FALSE,FALSE,NA,NA
"122","RT @miteisan1: <U+7A76><U+6975><U+306E><U+8CEA><U+554F><U+304B><U+306A><U+3042><U+3002><U+307F><U+3067><U+3057><U+3067><U+597D><U+304D><U+306A><U+30AD><U+30E3><U+30E9><U+306F><U+FF1F>(<U+307E><U+3086><U+3089><U+3001><U+3053><U+306E><U+306F><U+306A><U+3069><U+306E><U+65B9><U+306F><U+3059><U+3044><U+307E><U+305B><U+3093>) #<U+672A><U+78BA><U+8A8D><U+3067><U+9032><U+884C><U+5F62> #<U+307F><U+3067><U+3057> #MDS",FALSE,0,NA,2016-10-12 13:06:14,FALSE,NA,"786191246670782465",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","til_til_mitil",1,TRUE,FALSE,NA,NA
"123","Alguém me diz porque eu estou acordado, no feriado as 8hrs da manhã. #MDS <ed><U+00A0><U+00BD><ed><U+00B8><U+00B1>
Eu só queria descansar, pelo amor de Deus !!!!
#feriado #sono",FALSE,0,NA,2016-10-12 11:33:03,FALSE,NA,"786167794085888000",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bolaiani",0,FALSE,FALSE,NA,NA
"124","<U+7A76><U+6975><U+306E><U+8CEA><U+554F><U+304B><U+306A><U+3042><U+3002><U+307F><U+3067><U+3057><U+3067><U+597D><U+304D><U+306A><U+30AD><U+30E3><U+30E9><U+306F><U+FF1F>(<U+307E><U+3086><U+3089><U+3001><U+3053><U+306E><U+306F><U+306A><U+3069><U+306E><U+65B9><U+306F><U+3059><U+3044><U+307E><U+305B><U+3093>) #<U+672A><U+78BA><U+8A8D><U+3067><U+9032><U+884C><U+5F62> #<U+307F><U+3067><U+3057> #MDS",FALSE,0,NA,2016-10-12 11:17:23,FALSE,NA,"786163852207456256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","miteisan1",1,FALSE,FALSE,NA,NA
"125","Dr. Amy DeZern will be answering your questions LIVE during the #MDS webinar in October! https://t.co/1xRKvsMkEB",FALSE,0,NA,2016-10-12 10:01:34,FALSE,NA,"786144774315249664",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","MediComOncology",0,FALSE,FALSE,NA,NA
"126","<ed><U+00A0><U+00BD><ed><U+00B1><U+00AF>#pcpconvention2016 #MDs @ Iloilo Convention Center https://t.co/z1AiSY6h2n",FALSE,0,NA,2016-10-12 07:56:50,FALSE,NA,"786113384735444992",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","patrishabarby",0,FALSE,FALSE,"122.5450821","10.7151299"
"127","Laughtrip and Joyride with the gang! #MDs <ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BD><ed><U+00BA><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+0086> https://t.co/sez8PlXocq",FALSE,2,NA,2016-10-12 06:57:48,FALSE,NA,"786098526874902528",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RaymaCSantiagO",0,FALSE,FALSE,NA,NA
"128","Epen ini bisa baca sebagian besar buku buku #mds looh. 

#HaloBalita #EnsiklopediBocahMuslim… https://t.co/9b6v5iW3CG",FALSE,0,NA,2016-10-12 06:24:48,FALSE,NA,"786090221737828353",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","NengNungNengDut",0,FALSE,FALSE,NA,NA
